"Year","ISO","Drought","Earthquake","MarMor","InfMort","NeonatalMort","Under5Mort","total_deaths","conflict"
2006,"SLV",0,1,60,20.2,11.1,23.8,0,0
2009,"SLV",1,0,57,17.4,9.7,20.4,0,0
2014,"SLV",1,0,49,13.8,7.8,16.1,0,0
2018,"SLV",1,1,NA,11.9,6.7,13.8,0,0
2019,"SLV",0,1,NA,11.5,6.5,13.3,0,0
2004,"SOM",1,1,1080,104.4,45.7,172.7,405,1
2005,"SOM",1,0,1040,104.4,45.9,172.6,670,1
2008,"SOM",1,0,1010,101.1,45,166.5,1620,1
2010,"SOM",1,0,985,96.2,43.6,157.4,2204,1
2011,"SOM",1,0,955,93.8,42.9,152.8,2722,1
2014,"SOM",1,0,878,85.9,40.8,138.4,1045,1
2015,"SOM",1,0,855,83.6,40,134.3,1247,1
2019,"SOM",1,0,NA,74.8,37.4,118.3,2500,1
2010,"SRB",0,1,12,6.6,4.8,7.6,0,0
2009,"SSD",1,0,1170,72.4,44.3,114,0,0
2016,"SSD",1,0,1130,63.3,40.4,97.9,1137,1
2004,"SVN",0,1,11,3.7,2.6,4.4,0,0
2001,"SWZ",1,0,528,69,25.2,115.8,0,0
2007,"SWZ",1,0,496,59.3,22.4,103.8,0,0
2016,"SWZ",1,0,436,42.6,21.8,55.6,0,0
2019,"SWZ",1,0,NA,37.7,20.7,48,0,0
2004,"SYC",0,1,55,11.8,8.6,13.7,0,0
2008,"SYR",1,0,26,16.2,10.2,18.9,0,0
2001,"TCD",1,0,1410,98.2,43.2,180.5,1070,1
2009,"TCD",1,0,1270,85.8,38.2,151.7,994,1
2012,"TCD",1,0,1190,80.6,37.1,139.8,0,0
2017,"TCD",1,0,1140,72.4,34.5,121.1,26,1
2002,"THA",1,0,44,17,11.2,19.9,25,1
2004,"THA",0,1,46,15.5,10.2,18,26,1
2005,"THA",1,0,43,14.8,9.7,17.2,310,1
2008,"THA",1,0,43,12.8,8.4,14.9,518,1
2010,"THA",1,0,42,11.7,7.7,13.6,258,1
2011,"THA",1,1,41,11.2,7.3,13,218,1
2012,"THA",1,0,39,10.6,7,12.4,277,1
2014,"THA",1,1,38,9.7,6.4,11.3,249,1
2015,"THA",1,0,38,9.3,6.1,10.8,100,1
2019,"THA",1,0,NA,7.7,5.1,9,61,1
2000,"TJK",1,1,53,67.6,28.4,83.6,4,0
2002,"TJK",0,1,43,58.4,26,71,0,0
2004,"TJK",0,1,33,50.4,23.8,60.1,0,0
2006,"TJK",0,1,29,44.1,22.5,51.9,1,0
2007,"TJK",0,1,27,41.7,22,48.8,8,0
2008,"TJK",1,0,26,39.7,21.5,46.3,0,0
2010,"TJK",0,1,23,36.9,20.1,42.7,17,0
2011,"TJK",0,1,22,35.8,19.2,41.4,98,1
2012,"TJK",0,1,21,35,18.3,40.3,28,1
2015,"TJK",0,1,18,32.6,16.3,37.5,3,0
2016,"TJK",0,1,17,31.8,15.9,36.5,0,0
2000,"TKM",0,1,29,57.5,29.6,69.7,0,0
2007,"TLS",1,0,300,58.8,27.2,71.6,0,0
2015,"TLS",0,1,160,42.8,21.9,50.2,0,0
2016,"TLS",1,0,152,41.4,21.4,48.4,0,0
2009,"TON",0,1,61,11.5,5.6,13.4,0,0
2015,"TON",1,0,54,10.7,5.3,12.4,0,0
2010,"TTO",1,0,71,20.1,14.4,22.5,0,0
2000,"TUR",0,1,42,30.9,18.2,37.9,1195,1
2001,"TUR",0,1,41,29,17.1,35.3,153,1
2002,"TUR",0,1,39,27.1,15.9,32.7,120,1
2003,"TUR",0,1,38,25.3,14.9,30.4,34,1
2004,"TUR",0,1,35,23.6,14,28.2,150,1
2005,"TUR",0,1,33,22,13,26.2,221,1
2010,"TUR",0,1,24,15.5,9,18.1,138,1
2011,"TUR",0,1,23,14.5,8.3,16.9,231,1
2014,"TUR",0,1,19,11.9,6.7,13.8,23,0
2017,"TUR",0,1,17,9.8,5.8,11.4,1558,1
2019,"TUR",0,1,NA,8.6,5.3,10.1,435,1
2011,"TUV",1,0,NA,25.1,15.3,30.1,NA,NA
2002,"TWN",0,1,NA,NA,NA,NA,NA,NA
2006,"TWN",0,1,NA,NA,NA,NA,NA,NA
2010,"TWN",0,1,NA,NA,NA,NA,NA,NA
2013,"TWN",0,1,NA,NA,NA,NA,NA,NA
2016,"TWN",0,1,NA,NA,NA,NA,NA,NA
2018,"TWN",0,1,NA,NA,NA,NA,NA,NA
2000,"TZA",0,1,854,78.9,33.7,129.7,0,0
2001,"TZA",0,1,819,74.4,32.5,121.9,0,0
2002,"TZA",0,1,788,69.9,31.3,114,37,1
2003,"TZA",1,0,763,65.6,30.2,106.5,0,0
2004,"TZA",1,1,741,61.9,29.1,99.9,0,0
2005,"TZA",0,1,721,58.5,28.1,93.9,0,0
2006,"TZA",1,0,703,55.8,27.4,88.8,0,0
2011,"TZA",1,0,628,45.5,24.3,68.4,0,0
2016,"TZA",0,1,539,39.7,21.9,56,0,0
2002,"UGA",1,0,537,79.2,30.5,131.6,212,1
2005,"UGA",1,0,491,65.6,27.9,107.1,2004,1
2008,"UGA",1,0,455,54.5,26.1,86.8,156,1
2010,"UGA",1,0,430,49.5,25,76.3,59,1
2016,"UGA",0,1,381,37.3,21.5,52.4,0,0
2012,"UKR",1,0,24,9.2,6.3,10.7,0,0
2018,"URY",1,0,NA,6.3,4,7.3,0,0
2000,"USA",1,1,12,7.1,4.6,8.4,0,0
2001,"USA",0,1,13,7,4.6,8.3,0,0
2002,"USA",1,0,13,6.9,4.6,8.2,2986,1
2003,"USA",0,1,13,6.9,4.6,8.1,0,0
2006,"USA",0,1,14,6.7,4.4,7.9,0,0
2007,"USA",1,0,14,6.6,4.3,7.7,0,0
2008,"USA",0,1,14,6.5,4.3,7.6,0,0
2010,"USA",0,1,15,6.2,4.1,7.3,0,0
2011,"USA",1,0,15,6.1,4.1,7.2,2,0
2012,"USA",1,0,16,6,4.1,7.1,0,0
2014,"USA",1,1,16,5.9,4,6.9,0,0
2015,"USA",1,0,18,5.8,3.9,6.8,0,0
2016,"USA",0,1,19,5.7,3.8,6.7,14,0
2017,"USA",1,0,19,5.7,3.8,6.6,0,0
2018,"USA",1,0,NA,5.6,3.7,6.5,8,0
2019,"USA",0,1,NA,5.5,3.5,6.4,0,0
2000,"UZB",1,0,41,50.8,27.8,60.7,50,1
2011,"UZB",0,1,32,23.4,14.3,26.4,0,0
2010,"VCT",1,0,63,17.8,12.6,19.8,0,0
2009,"VEN",1,0,119,14.6,10.2,17,27,1
2002,"VNM",1,0,62,21.7,13.8,27.4,0,0
2005,"VNM",1,0,54,19.9,12.6,24.9,0,0
2015,"VNM",1,0,45,17.4,11.1,21.8,0,0
2019,"VNM",1,0,NA,16.9,10.2,21.1,0,0
2002,"VUT",0,1,128,23.6,11.8,28.1,0,0
2009,"WSM",0,1,58,18.8,7.9,25.7,0,0
2015,"WSM",1,0,45,15.9,7.4,18.6,0,0
2004,"ZAF",1,0,195,49.4,14.8,77.7,0,0
2005,"ZAF",0,1,201,49.4,14.4,78.8,0,0
2014,"ZAF",0,1,128,29.4,11,37.6,0,0
2015,"ZAF",1,0,125,28.6,11.1,36.3,0,0
2017,"ZAF",1,0,119,27.6,11.1,34.6,3,0
2019,"ZAF",1,0,NA,26.3,10.8,33,1,0
2005,"ZMB",1,0,421,61.9,27.9,106.2,0,0
2019,"ZMB",1,0,NA,42.9,24.4,64.1,0,0
2001,"ZWE",1,0,629,51.1,25.2,93.8,0,0
2007,"ZWE",1,0,671,54.6,30.7,95.7,0,0
2010,"ZWE",1,0,598,52.1,30.8,86.4,0,0
2013,"ZWE",1,0,509,44.8,28.7,66.3,1,0
2017,"ZWE",1,0,458,39.9,27,57,0,0
2000,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2001,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2002,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2003,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2004,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2005,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2006,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2007,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2008,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2009,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2010,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2011,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2012,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2013,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2014,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2015,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2016,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2017,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2018,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2019,"ABW",NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,777,85.55713132,37.67115207,137.5449914,NA,NA
2001,NA,NA,NA,751,82.53188388,36.86857678,132.1296314,NA,NA
2002,NA,NA,NA,732,79.36310008,36.03043776,126.4633285,NA,NA
2003,NA,NA,NA,710,76.24338583,35.1846309,120.8348265,NA,NA
2004,NA,NA,NA,680,73.22076952,34.32607447,115.4043538,NA,NA
2005,NA,NA,NA,643,70.28120223,33.50210187,110.1448593,NA,NA
2006,NA,NA,NA,608,67.58222948,32.74777947,105.2067126,NA,NA
2007,NA,NA,NA,577,64.90957431,31.97290805,100.2209939,NA,NA
2008,NA,NA,NA,551,62.38313267,31.262069,95.33053644,NA,NA
2009,NA,NA,NA,526,59.98633496,30.56522362,90.5094233,NA,NA
2010,NA,NA,NA,501,57.79580247,29.88193945,86.11572214,NA,NA
2011,NA,NA,NA,480,55.67965817,29.22051347,82.05748353,NA,NA
2012,NA,NA,NA,462,53.73743013,28.57428522,78.25007097,NA,NA
2013,NA,NA,NA,446,52.00407493,27.95688633,74.81667325,NA,NA
2014,NA,NA,NA,433,50.41558946,27.348936,71.79495789,NA,NA
2015,NA,NA,NA,419,48.95864126,26.7837127,69.13815746,NA,NA
2016,NA,NA,NA,408,47.52724371,26.22490573,66.51592775,NA,NA
2017,NA,NA,NA,398,46.1081401,25.69128825,64.24399372,NA,NA
2018,NA,NA,NA,NA,44.79522074,25.13165636,62.07293632,NA,NA
2019,NA,NA,NA,NA,43.59125166,24.5979354,60.05415038,NA,NA
2007,"AFG",NA,NA,1090,71.9,51.7,99.9,4982,1
2014,"AFG",NA,NA,786,55.2,41.9,73.6,8131,1
2016,"AFG",NA,NA,673,51.3,39.3,67.5,17987,1
2017,"AFG",NA,NA,638,49.5,38.2,64.8,18719,1
2019,"AFG",NA,NA,NA,46.4,36.1,60.1,26889,1
2000,NA,NA,NA,1000,99.16617376,43.95216135,169.4711147,NA,NA
2001,NA,NA,NA,987,96.5793404,42.90921397,164.3553376,NA,NA
2002,NA,NA,NA,973,93.92350562,41.84866308,158.9838056,NA,NA
2003,NA,NA,NA,954,91.2442253,40.86544028,153.6297794,NA,NA
2004,NA,NA,NA,924,88.57660878,39.90788885,148.2783528,NA,NA
2005,NA,NA,NA,890,86.0171123,39.00919165,143.1011193,NA,NA
2006,NA,NA,NA,858,83.53945121,38.21358493,138.1644716,NA,NA
2007,NA,NA,NA,834,81.17597055,37.51933436,133.4750447,NA,NA
2008,NA,NA,NA,821,79.00153677,36.88893011,129.1176461,NA,NA
2009,NA,NA,NA,810,77.02490628,36.26164215,125.0638226,NA,NA
2010,NA,NA,NA,798,75.16024311,35.69794091,121.38325,NA,NA
2011,NA,NA,NA,789,73.5080295,35.19385313,118.0393257,NA,NA
2012,NA,NA,NA,778,71.96530018,34.74189555,114.9971079,NA,NA
2013,NA,NA,NA,767,70.55418322,34.35797657,112.1911899,NA,NA
2014,NA,NA,NA,758,69.24899712,33.95211279,109.6962866,NA,NA
2015,NA,NA,NA,744,68.00160289,33.57905619,107.2916927,NA,NA
2016,NA,NA,NA,729,66.67483055,33.16771618,104.637694,NA,NA
2017,NA,NA,NA,717,65.31384172,32.72579699,102.0320864,NA,NA
2018,NA,NA,NA,NA,63.87577856,32.21974168,99.29113974,NA,NA
2019,NA,NA,NA,NA,62.35233279,31.73890801,96.49428924,NA,NA
2000,"AGO",NA,NA,827,121.5,50.3,204.4,2666,1
2002,"AGO",NA,NA,690,114.5,48,191.5,2154,1
2003,"AGO",NA,NA,628,110.4,46.5,183.8,579,1
2005,"AGO",NA,NA,519,100.9,43.5,166.1,38,1
2006,"AGO",NA,NA,473,95.7,42,156.4,15,0
2007,"AGO",NA,NA,431,90.6,40.5,147,3,0
2008,"AGO",NA,NA,395,85.5,39,137.7,26,1
2009,"AGO",NA,NA,359,80.6,37.7,128.7,4,0
2010,"AGO",NA,NA,326,75.9,36.3,120.4,25,1
2011,"AGO",NA,NA,300,71.5,35.1,112.5,10,0
2013,"AGO",NA,NA,269,63.7,32.7,98.5,0,0
2014,"AGO",NA,NA,258,60.5,31.7,92.9,2,0
2015,"AGO",NA,NA,251,57.7,30.8,88.1,0,0
2016,"AGO",NA,NA,246,55.5,30,84.1,1,0
2018,"AGO",NA,NA,NA,51.7,28.6,77.3,26,1
2019,"AGO",NA,NA,NA,49.9,27.9,74.2,24,0
2000,"ALB",NA,NA,23,24.1,12.1,27.2,6,0
2001,"ALB",NA,NA,23,22.9,11.8,25.8,0,0
2002,"ALB",NA,NA,21,21.7,11.4,24.4,0,0
2003,"ALB",NA,NA,21,20.4,11.1,23,0,0
2004,"ALB",NA,NA,18,19.1,10.9,21.5,0,0
2005,"ALB",NA,NA,22,17.8,10.6,20,0,0
2006,"ALB",NA,NA,18,16.6,10,18.5,0,0
2007,"ALB",NA,NA,19,15.3,9.2,17.1,0,0
2008,"ALB",NA,NA,20,14.1,8.3,15.8,0,0
2010,"ALB",NA,NA,21,11.8,6.7,13.3,0,0
2011,"ALB",NA,NA,22,10.8,6.2,12.1,0,0
2012,"ALB",NA,NA,17,10,6,11.2,0,0
2013,"ALB",NA,NA,16,9.3,5.9,10.4,0,0
2014,"ALB",NA,NA,16,8.8,5.9,9.9,0,0
2015,"ALB",NA,NA,15,8.5,6,9.6,0,0
2016,"ALB",NA,NA,16,8.4,6.3,9.4,0,0
2017,"ALB",NA,NA,15,8.4,6.7,9.4,0,0
2018,"ALB",NA,NA,NA,8.5,7.1,9.5,0,0
2000,"AND",NA,NA,NA,7.3,3.8,8.2,0,0
2001,"AND",NA,NA,NA,6.9,3.6,7.7,0,0
2002,"AND",NA,NA,NA,6.5,3.3,7.3,0,0
2003,"AND",NA,NA,NA,6.2,3.2,6.9,0,0
2004,"AND",NA,NA,NA,5.9,3,6.5,0,0
2005,"AND",NA,NA,NA,5.6,2.9,6.1,0,0
2006,"AND",NA,NA,NA,5.3,2.7,5.8,0,0
2007,"AND",NA,NA,NA,5,2.6,5.4,0,0
2008,"AND",NA,NA,NA,4.7,2.5,5.1,0,0
2009,"AND",NA,NA,NA,4.4,2.3,4.8,0,0
2010,"AND",NA,NA,NA,4.1,2.2,4.5,0,0
2011,"AND",NA,NA,NA,3.9,2.1,4.2,0,0
2012,"AND",NA,NA,NA,3.7,2,4,0,0
2013,"AND",NA,NA,NA,3.5,1.9,3.8,0,0
2014,"AND",NA,NA,NA,3.3,1.8,3.5,0,0
2015,"AND",NA,NA,NA,3.1,1.7,3.3,0,0
2016,"AND",NA,NA,NA,2.9,1.6,3.2,0,0
2017,"AND",NA,NA,NA,2.8,1.5,3,0,0
2018,"AND",NA,NA,NA,2.6,1.4,2.8,0,0
2019,"AND",NA,NA,NA,2.5,1.4,2.7,0,0
2000,NA,NA,NA,250,44.09256936,25.43366271,60.55947269,NA,NA
2001,NA,NA,NA,243,42.80036294,24.93281577,58.68500273,NA,NA
2002,NA,NA,NA,235,41.50108659,24.44103019,56.84083698,NA,NA
2003,NA,NA,NA,235,40.27458816,23.9299708,55.05752876,NA,NA
2004,NA,NA,NA,226,39.03268064,23.37480051,53.26149867,NA,NA
2005,NA,NA,NA,214,37.82395227,22.8193077,51.51764004,NA,NA
2006,NA,NA,NA,211,36.61907387,22.23770667,49.7665975,NA,NA
2007,NA,NA,NA,201,35.39824616,21.65908974,47.994989,NA,NA
2008,NA,NA,NA,188,34.18125018,21.01697136,46.19507879,NA,NA
2009,NA,NA,NA,180,33.03302876,20.42271206,44.47126503,NA,NA
2010,NA,NA,NA,174,31.98699405,19.81082997,42.96973593,NA,NA
2011,NA,NA,NA,167,31.1429479,19.32042084,41.75459068,NA,NA
2012,NA,NA,NA,163,30.64680617,18.88427645,41.36755449,NA,NA
2013,NA,NA,NA,157,30.00549986,18.45402447,40.60593811,NA,NA
2014,NA,NA,NA,156,29.35539374,18.00301048,39.65857468,NA,NA
2015,NA,NA,NA,153,28.69596462,17.61914483,38.62730663,NA,NA
2016,NA,NA,NA,152,28.08376594,17.33249392,37.68171538,NA,NA
2017,NA,NA,NA,149,27.29272157,17.11626306,36.23137417,NA,NA
2018,NA,NA,NA,NA,26.82549778,16.87736007,35.61514683,NA,NA
2019,NA,NA,NA,NA,26.33280639,16.65764201,34.88575942,NA,NA
2000,"ARE",NA,NA,6,9.6,5.9,11.1,0,0
2001,"ARE",NA,NA,6,9.3,5.7,10.9,0,0
2002,"ARE",NA,NA,5,9.1,5.6,10.6,0,0
2003,"ARE",NA,NA,5,8.9,5.5,10.3,0,0
2004,"ARE",NA,NA,5,8.6,5.3,10.1,0,0
2005,"ARE",NA,NA,5,8.4,5.2,9.8,0,0
2006,"ARE",NA,NA,4,8.2,5.1,9.6,0,0
2007,"ARE",NA,NA,4,8.1,5,9.4,0,0
2008,"ARE",NA,NA,4,7.9,4.9,9.2,0,0
2009,"ARE",NA,NA,4,7.6,4.8,8.9,0,0
2010,"ARE",NA,NA,4,7.4,4.6,8.7,0,0
2011,"ARE",NA,NA,4,7.2,4.5,8.4,1,0
2012,"ARE",NA,NA,4,7,4.4,8.2,0,0
2013,"ARE",NA,NA,3,6.8,4.3,8,0,0
2014,"ARE",NA,NA,3,6.7,4.2,7.8,0,0
2015,"ARE",NA,NA,3,6.5,4.1,7.6,0,0
2016,"ARE",NA,NA,3,6.3,4,7.4,0,0
2017,"ARE",NA,NA,3,6.2,3.9,7.2,0,0
2018,"ARE",NA,NA,NA,6,3.8,7,0,0
2019,"ARE",NA,NA,NA,5.8,3.7,6.8,0,0
2000,"ARG",NA,NA,66,17.5,11,19.6,0,0
2001,"ARG",NA,NA,67,16.9,11,18.9,0,0
2004,"ARG",NA,NA,61,15.3,9.7,17.1,0,0
2005,"ARG",NA,NA,59,14.8,9.1,16.5,0,0
2006,"ARG",NA,NA,57,14.4,8.7,16.1,0,0
2007,"ARG",NA,NA,56,14,8.4,15.7,0,0
2008,"ARG",NA,NA,53,13.7,8.1,15.3,0,0
2010,"ARG",NA,NA,51,12.9,7.6,14.5,0,0
2011,"ARG",NA,NA,48,12.4,7.5,13.9,0,0
2012,"ARG",NA,NA,47,11.9,7.6,13.3,0,0
2013,"ARG",NA,NA,44,11.3,7.4,12.7,0,0
2014,"ARG",NA,NA,42,10.8,6.9,12.1,0,0
2015,"ARG",NA,NA,41,10.2,6.5,11.5,0,0
2016,"ARG",NA,NA,40,9.7,6.4,10.9,0,0
2017,"ARG",NA,NA,39,9.2,6.3,10.3,0,0
2001,"ARM",NA,NA,42,25.7,15.3,29.1,0,0
2002,"ARM",NA,NA,39,24.5,14.5,27.7,0,0
2003,"ARM",NA,NA,38,23.3,13.8,26.3,0,0
2004,"ARM",NA,NA,36,22.2,13.1,25,0,0
2005,"ARM",NA,NA,35,21.1,12.5,23.7,0,0
2006,"ARM",NA,NA,36,20,11.9,22.5,1,0
2007,"ARM",NA,NA,32,19,11.3,21.4,2,0
2008,"ARM",NA,NA,36,18.1,10.7,20.3,0,0
2009,"ARM",NA,NA,32,17.2,10.1,19.2,0,0
2010,"ARM",NA,NA,32,16.3,9.6,18.3,0,0
2011,"ARM",NA,NA,30,15.5,9.1,17.3,0,0
2012,"ARM",NA,NA,30,14.7,8.7,16.4,0,0
2013,"ARM",NA,NA,26,14,8.2,15.6,9,0
2014,"ARM",NA,NA,27,13.3,7.8,14.8,1,0
2015,"ARM",NA,NA,28,12.6,7.4,14.1,0,0
2016,"ARM",NA,NA,26,12,7,13.4,16,0
2017,"ARM",NA,NA,26,11.3,6.7,12.7,4,0
2018,"ARM",NA,NA,NA,10.8,6.4,12.1,0,0
2019,"ARM",NA,NA,NA,10.2,6,11.5,1,0
2000,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2001,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2002,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2003,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2004,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2005,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2006,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2007,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2008,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2010,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2011,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2012,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2013,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2014,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2015,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2016,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2017,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2018,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2019,"ASM",NA,NA,NA,NA,NA,NA,NA,NA
2000,"ATG",NA,NA,44,12.6,9.7,15.5,0,0
2001,"ATG",NA,NA,44,12.3,9.5,15.1,0,0
2002,"ATG",NA,NA,43,11.9,9.3,14.6,0,0
2003,"ATG",NA,NA,44,11.5,8.9,14.1,0,0
2004,"ATG",NA,NA,41,11,8.6,13.5,0,0
2005,"ATG",NA,NA,40,10.6,8.2,12.9,0,0
2006,"ATG",NA,NA,46,10.1,7.7,12.3,0,0
2007,"ATG",NA,NA,48,9.6,7.3,11.7,0,0
2008,"ATG",NA,NA,50,9.2,6.8,11.1,0,0
2009,"ATG",NA,NA,45,8.7,6.3,10.6,0,0
2010,"ATG",NA,NA,44,8.3,5.8,10,0,0
2011,"ATG",NA,NA,43,7.9,5.4,9.5,0,0
2012,"ATG",NA,NA,44,7.5,5.1,9,0,0
2013,"ATG",NA,NA,43,7.1,4.7,8.5,0,0
2014,"ATG",NA,NA,42,6.8,4.5,8.1,0,0
2015,"ATG",NA,NA,43,6.5,4.2,7.8,0,0
2016,"ATG",NA,NA,43,6.2,4.1,7.4,0,0
2017,"ATG",NA,NA,42,6,3.9,7.1,0,0
2018,"ATG",NA,NA,NA,5.8,3.8,6.9,0,0
2019,"ATG",NA,NA,NA,5.6,3.6,6.6,0,0
2000,"AUS",NA,NA,7,5.1,3.5,6.2,0,0
2001,"AUS",NA,NA,6,5,3.5,6.1,0,0
2003,"AUS",NA,NA,6,4.9,3.4,5.9,0,0
2004,"AUS",NA,NA,5,4.8,3.3,5.8,0,0
2005,"AUS",NA,NA,5,4.8,3.2,5.7,0,0
2007,"AUS",NA,NA,5,4.5,3,5.4,0,0
2008,"AUS",NA,NA,5,4.4,2.9,5.2,0,0
2009,"AUS",NA,NA,5,4.2,2.8,5,0,0
2010,"AUS",NA,NA,5,4,2.7,4.8,0,0
2011,"AUS",NA,NA,6,3.8,2.6,4.5,0,0
2012,"AUS",NA,NA,6,3.6,2.5,4.3,0,0
2013,"AUS",NA,NA,6,3.5,2.4,4.1,0,0
2014,"AUS",NA,NA,6,3.4,2.4,4,0,0
2015,"AUS",NA,NA,6,3.3,2.3,3.9,0,0
2016,"AUS",NA,NA,6,3.2,2.3,3.8,0,0
2017,"AUS",NA,NA,6,3.2,2.3,3.8,0,0
2019,"AUS",NA,NA,NA,3.2,2.4,3.7,2,0
2000,"AUT",NA,NA,6,4.6,3.1,5.5,0,0
2001,"AUT",NA,NA,6,4.5,3.1,5.4,0,0
2002,"AUT",NA,NA,6,4.4,3.1,5.3,0,0
2003,"AUT",NA,NA,6,4.3,3,5.2,0,0
2004,"AUT",NA,NA,5,4.2,2.9,5.1,0,0
2005,"AUT",NA,NA,6,4.1,2.8,4.9,0,0
2006,"AUT",NA,NA,5,3.9,2.8,4.7,0,0
2007,"AUT",NA,NA,5,3.8,2.7,4.6,0,0
2008,"AUT",NA,NA,5,3.8,2.6,4.5,0,0
2009,"AUT",NA,NA,5,3.7,2.6,4.5,0,0
2010,"AUT",NA,NA,5,3.6,2.5,4.3,0,0
2011,"AUT",NA,NA,5,3.5,2.4,4.2,0,0
2012,"AUT",NA,NA,5,3.3,2.4,4,0,0
2013,"AUT",NA,NA,5,3.2,2.3,3.9,0,0
2014,"AUT",NA,NA,5,3.1,2.3,3.8,0,0
2015,"AUT",NA,NA,5,3,2.2,3.7,0,0
2016,"AUT",NA,NA,5,3,2.2,3.6,0,0
2017,"AUT",NA,NA,5,2.9,2.2,3.6,0,0
2018,"AUT",NA,NA,NA,2.9,2.2,3.6,0,0
2019,"AUT",NA,NA,NA,2.9,2.3,3.6,0,0
2001,"AZE",NA,NA,44,57.2,32.8,69.3,13,0
2002,"AZE",NA,NA,43,53.5,31.3,64.3,6,0
2003,"AZE",NA,NA,44,50.1,29.8,59.7,0,0
2004,"AZE",NA,NA,39,47,28.3,55.6,0,0
2005,"AZE",NA,NA,42,44.1,26.8,51.9,8,0
2006,"AZE",NA,NA,35,41.5,25.5,48.6,24,0
2007,"AZE",NA,NA,34,39.1,24.1,45.5,5,0
2008,"AZE",NA,NA,32,36.8,22.8,42.7,12,0
2009,"AZE",NA,NA,32,34.7,21.6,39.9,30,1
2010,"AZE",NA,NA,31,32.5,20.3,37.3,7,0
2011,"AZE",NA,NA,30,30.5,18.8,34.9,20,0
2013,"AZE",NA,NA,28,26.7,16,30.3,16,0
2014,"AZE",NA,NA,28,24.9,14.7,28.2,11,0
2015,"AZE",NA,NA,27,23.3,13.5,26.3,46,1
2016,"AZE",NA,NA,26,21.8,12.5,24.5,63,1
2017,"AZE",NA,NA,26,20.3,11.7,22.8,137,1
2018,"AZE",NA,NA,NA,19.2,10.9,21.5,36,1
2019,"AZE",NA,NA,NA,18.2,10.4,20.4,16,0
2000,"BDI",NA,NA,1010,94.7,36.6,154.5,1009,1
2001,"BDI",NA,NA,956,91.9,36,149.4,2071,1
2002,"BDI",NA,NA,925,88.9,35.4,143.8,1253,1
2006,"BDI",NA,NA,785,74.4,32.3,117.6,378,1
2007,"BDI",NA,NA,756,70.4,31.3,110.5,185,1
2011,"BDI",NA,NA,635,56.3,27.1,85.5,0,0
2012,"BDI",NA,NA,608,53.4,26.1,80.3,1,0
2013,"BDI",NA,NA,591,50.7,25.2,75.5,9,0
2014,"BDI",NA,NA,576,48.2,24.4,71.3,9,0
2015,"BDI",NA,NA,568,46.2,23.6,67.6,70,1
2016,"BDI",NA,NA,558,44.4,23,64.4,260,1
2017,"BDI",NA,NA,548,42.7,22.4,61.5,81,1
2018,"BDI",NA,NA,NA,41.3,21.8,59,43,1
2019,"BDI",NA,NA,NA,39.9,21.3,56.6,113,1
2000,"BEL",NA,NA,8,4.8,3,5.8,0,0
2001,"BEL",NA,NA,8,4.6,2.8,5.6,0,0
2002,"BEL",NA,NA,7,4.4,2.8,5.4,0,0
2003,"BEL",NA,NA,7,4.3,2.7,5.2,0,0
2004,"BEL",NA,NA,7,4.2,2.7,5.1,0,0
2005,"BEL",NA,NA,7,4,2.6,4.9,0,0
